Country Code,Station Code,Parameter,Label,Timestamp (UTC+07:00),Value,Unit,Observed or Estimated,Approval Level,Grade
KH,014501,Discharge,Daily Discharge,1910-04-03T00:00Z,2436.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-04T00:00Z,2242.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-05T00:00Z,2160.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-06T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-07T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-08T00:00Z,2464.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-09T00:00Z,2464.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-10T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-11T00:00Z,2380.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-12T00:00Z,2380.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-13T00:00Z,2269.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-14T00:00Z,2269.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-15T00:00Z,2269.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-16T00:00Z,2242.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-17T00:00Z,2242.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-18T00:00Z,2187.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-19T00:00Z,2160.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-20T00:00Z,2134.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-21T00:00Z,2106.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-22T00:00Z,2106.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-23T00:00Z,2269.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-24T00:00Z,2242.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-25T00:00Z,2352.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-26T00:00Z,2380.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-27T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-28T00:00Z,2380.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-29T00:00Z,2352.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-04-30T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-01T00:00Z,2492.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-02T00:00Z,2492.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-03T00:00Z,2492.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-04T00:00Z,2492.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-05T00:00Z,2464.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-06T00:00Z,2547.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-07T00:00Z,2577.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-08T00:00Z,2632.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-09T00:00Z,2662.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-10T00:00Z,2662.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-11T00:00Z,2464.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-12T00:00Z,2408.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-13T00:00Z,2352.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-14T00:00Z,2324.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-15T00:00Z,2352.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-16T00:00Z,2324.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-17T00:00Z,2106.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-18T00:00Z,1999.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-19T00:00Z,1972.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-20T00:00Z,1999.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-21T00:00Z,2269.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-22T00:00Z,2380.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-23T00:00Z,2520.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-24T00:00Z,2863.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-25T00:00Z,3431.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-26T00:00Z,3554.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-27T00:00Z,4319.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-28T00:00Z,4126.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-29T00:00Z,4351.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-30T00:00Z,5234.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-05-31T00:00Z,5988.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-01T00:00Z,5772.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-02T00:00Z,5521.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-03T00:00Z,6247.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-04T00:00Z,6133.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-05T00:00Z,5700.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-06T00:00Z,5665.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-07T00:00Z,6701.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-08T00:00Z,7202.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-09T00:00Z,7678.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-10T00:00Z,7678.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-11T00:00Z,7519.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-12T00:00Z,7122.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-13T00:00Z,6776.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-14T00:00Z,6965.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-15T00:00Z,7122.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-16T00:00Z,7122.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-17T00:00Z,6965.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-18T00:00Z,6965.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-19T00:00Z,6852.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-20T00:00Z,6965.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-21T00:00Z,7321.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-22T00:00Z,7758.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-23T00:00Z,7678.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-24T00:00Z,8333.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-25T00:00Z,6360.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-26T00:00Z,6360.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-27T00:00Z,15094.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-28T00:00Z,14152.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-29T00:00Z,14099.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-06-30T00:00Z,13890.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-01T00:00Z,13942.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-02T00:00Z,15146.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-03T00:00Z,19369.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-04T00:00Z,27002.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-05T00:00Z,29821.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-06T00:00Z,37788.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-07T00:00Z,38194.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-08T00:00Z,36977.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-09T00:00Z,32727.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-10T00:00Z,30390.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-11T00:00Z,28756.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-12T00:00Z,26934.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-13T00:00Z,24401.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-14T00:00Z,22092.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-15T00:00Z,20318.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-16T00:00Z,18785.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-17T00:00Z,18552.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-18T00:00Z,18084.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-19T00:00Z,17579.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-20T00:00Z,16573.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-21T00:00Z,15565.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-22T00:00Z,14099.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-23T00:00Z,13890.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-24T00:00Z,13367.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-25T00:00Z,13115.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-26T00:00Z,13017.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-27T00:00Z,13017.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
KH,014501,Discharge,Daily Discharge,1910-07-28T00:00Z,13367.0,m^3/s,O,Raw - Not Yet Reviewed,Unverified data
